0.01    0.0      0.0
0.02    0.0      0.0
0.03    0.0      0.0
0.04    0.0      0.0
0.05    0.0      0.0
0.06    0.0      0.0
0.07    0.0      0.0
0.08    0.0      0.0
0.09    0.0      0.0
0.1    0.0      0.0
0.11    0.0      0.0
0.12    0.0      0.0
0.13    0.0      0.0
0.14    0.0      0.0
0.15    0.0      0.0
0.16    0.0      0.0
0.17    0.0      0.0
0.18    0.0      0.0
0.19    0.0      0.0
0.2    0.0      0.0
0.21    0.0      0.0
0.22    0.0      0.0
0.23    0.0      0.0
0.24    0.0      0.0
0.25    0.0      0.0
0.26    0.0      0.0
0.27    0.035      0.035
0.28    0.0      0.0
0.29    0.0      0.0
0.3    0.03125      0.03125
0.31    0.03375      0.03375
0.32    0.0475      0.0475
0.33    0.215      0.0810311749523
0.34    0.40875      0.147895852802
0.35    0.3175      0.124006407794
0.36    1.04125      0.225951051987
0.37    1.545      0.311015887621
0.38    3.12125      0.406600806463
0.39    4.47875      0.521069887665
0.4    7.28      0.614353349097
0.41    13.39125      0.886980416707
0.42    19.9825      1.06762851943
0.43    25.76875      1.15534225945
0.44    36.8275      1.27873125469
0.45    49.4075      1.35855949799
0.46    61.4775      1.311931142
0.47    77.25125      1.12040781476
0.48    89.335      0.817320919595
0.49    96.27125      0.5326512588
0.5    99.67125      0.375023025472
