1.3  1    1.0
1.3  2    1.4
1.3  3    1.8
1.3  4    1.22528028439
1.3  5    1.28066643567
1.3  6    2.10515090543
1.3  7    3.00797428085
1.3  8    3.77818181818
1.3  9    4.26000480192
1.3  10    5.12280193237
1.3  11    6.05133565621
1.3  12    6.24359649123
1.3  13    7.13333333333
1.3  14    8.01265597148
1.3  15    8.60927419355
1.3  16    9.23287356322
1.3  17    10.2357142857
1.3  18    10.538034188
1.3  19    11.4353846154
1.3  20    12.348
1.3  21    13.0086956522
1.3  22    13.3960474308
1.3  23    14.0194805195
1.3  24    14.93


1.7  1    1.0
1.7  2    1.0
1.7  3    0.65
1.7  4    0.638905385182
1.7  5    1.11594742331
1.7  6    1.72079113924
1.7  7    2.4231884058
1.7  8    2.9337236534
1.7  9    4.09867003367
1.7  10    4.38692276911
1.7  11    5.0
1.7  12    5.73100775194
1.7  13    6.53307692308
1.7  14    6.59246878457
1.7  15    7.50857142857
1.7  16    8.21212121212
1.7  17    8.74193548387
1.7  18    9.47908045977
1.7  19    10.0022167488
1.7  20    11.1680911681
1.7  21    11.2473846154
1.7  22    11.3313333333
1.7  23    12.5463768116
1.7  24    13.3739130435


2.2  1    0.6
2.2  2    0.9
2.2  3    0.733333333333
2.2  4    1.05971889683
2.2  5    1.02113383838
2.2  6    1.51151846785
2.2  7    2.00607871029
2.2  8    2.48593396653
2.2  9    2.94824858757
2.2  10    4.04444444444
2.2  11    4.68685714286
2.2  12    5.29661835749
2.2  13    5.96666666667
2.2  14    5.86
2.2  15    6.35220483642
2.2  16    7.18047619048
2.2  17    8.0935828877
2.2  18    8.61532258065
2.2  19    8.71913978495
2.2  20    9.89630541872
2.2  21    10.4029100529
2.2  22    10.4680911681
2.2  23    11.3963076923
2.2  24    11.7036666667


2.5  1    0.6
2.5  2    1.0
2.5  3    0.520742534302
2.5  4    0.930975760296
2.5  5    0.994079882382
2.5  6    1.6202247191
2.5  7    1.84342324342
2.5  8    2.50520034101
2.5  9    3.48350079323
2.5  10    3.66071428571
2.5  11    4.30754147813
2.5  12    4.3
2.5  13    4.69606060606
2.5  14    5.79860627178
2.5  15    6.04333333333
2.5  16    6.71261261261
2.5  17    6.98079365079
2.5  18    7.96363636364
2.5  19    8.53266129032
2.5  20    8.86775676678
2.5  21    9.34137931034
2.5  22    10.5
2.5  23    10.7239316239
2.5  24    11.32


